,id,model_name,iteration,temperature,input_length,problem_statement,abstract_reformulation,cumulative_time_in_seconds
3740,qlIRIpR,gpt_neo_125m,6,0.5,20,reduce overheating in data centers,Reduce the amount of radiation on the earth,1705
3827,qlIRIpR,gpt_neo_125m,7,0.5,20,reduce overheating in data centers,Reduce the power of the electric power supply,1724
3915,qlIRIpR,gpt_neo_125m,8,0.5,20,reduce overheating in data centers,Reduce the amount of heat generated in the data center,1743
4004,qlIRIpR,gpt_neo_125m,9,0.5,20,reduce overheating in data centers,reduce noise in data centers,1762
4094,qlIRIpR,gpt_neo_125m,10,0.5,20,reduce overheating in data centers,Reduce user's dependency on information cues,1784
4185,qlIRIpR,gpt_neo_125m,11,0.5,20,reduce overheating in data centers,reduce user's dependency on information cues,1804
4277,qlIRIpR,gpt_neo_125m,12,0.5,20,reduce overheating in data centers,prevent the use of battery power,1824
4370,qlIRIpR,gpt_neo_125m,13,0.5,20,reduce overheating in data centers,Prevent objects from getting into contact with unwanted substances,1845
4464,qlIRIpR,gpt_neo_125m,14,0.5,20,reduce overheating in data centers,Prevent object from getting into contact with objects,1867
4559,qlIRIpR,gpt_neo_125m,15,0.5,20,reduce overheating in data centers,Reduce the number of users of data centers,1890
4655,qlIRIpR,gpt_neo_125m,16,0.5,20,reduce overheating in data centers,Reduce the number of sensors in a room,1910
4752,qlIRIpR,gpt_neo_125m,17,0.5,20,reduce overheating in data centers,Reduce the size of data centers,1930
4850,qlIRIpR,gpt_neo_125m,18,0.5,20,reduce overheating in data centers,reduce the power consumption of data centers,1950
4949,qlIRIpR,gpt_neo_125m,19,0.5,20,reduce overheating in data centers,Reduce the number of data centers in the field,1971
5049,qlIRIpR,gpt_neo_125m,20,0.5,20,reduce overheating in data centers,Reduce the amount of data being processed in data centers,1991
5150,qlIRIpR,gpt_neo_125m,1,0.6,20,reduce overheating in data centers,Reduce the amount of information stored in a data center,2010
5252,qlIRIpR,gpt_neo_125m,2,0.6,20,reduce overheating in data centers,Reduce the power of the battery,2029
5355,qlIRIpR,gpt_neo_125m,3,0.6,20,reduce overheating in data centers,Reduce the heat of the data centers,2051
5459,qlIRIpR,gpt_neo_125m,4,0.6,20,reduce overheating in data centers,Reduce data flow in the data centers,2073
5564,qlIRIpR,gpt_neo_125m,5,0.6,20,reduce overheating in data centers,Prevent the spread of water on a floor,2095
5670,qlIRIpR,gpt_neo_125m,6,0.6,20,reduce overheating in data centers,Reduce power consumption by reducing the amount of power used,2117
5777,qlIRIpR,gpt_neo_125m,7,0.6,20,reduce overheating in data centers,Reduce the amount of heat in a room,2138
5885,qlIRIpR,gpt_neo_125m,8,0.6,20,reduce overheating in data centers,Reduce data center temperature,2157
5994,qlIRIpR,gpt_neo_125m,9,0.6,20,reduce overheating in data centers,reduce the temperature of data centers,2178
6104,qlIRIpR,gpt_neo_125m,10,0.6,20,reduce overheating in data centers,Reduce the number of data centers,2198
6215,qlIRIpR,gpt_neo_125m,11,0.6,20,reduce overheating in data centers,Reduce number of data centers,2219
6327,qlIRIpR,gpt_neo_125m,12,0.6,20,reduce overheating in data centers,Reduce the amount of air in rooms,2238
6440,qlIRIpR,gpt_neo_125m,13,0.6,20,reduce overheating in data centers,Reduce the temperature of your data center,2257
6554,qlIRIpR,gpt_neo_125m,14,0.6,20,reduce overheating in data centers,reduce the number of power plants that can operate,2276
6669,qlIRIpR,gpt_neo_125m,15,0.6,20,reduce overheating in data centers,Reduce the number of data centers under pressure,2295
6785,qlIRIpR,gpt_neo_125m,16,0.6,20,reduce overheating in data centers,Reduce the number of devices in a data center,2314
6902,qlIRIpR,gpt_neo_125m,17,0.6,20,reduce overheating in data centers,Reduce the use of energy-saving devices,2334
7020,qlIRIpR,gpt_neo_125m,18,0.6,20,reduce overheating in data centers,prevent unacceptably high temperature in data centers,2355
7139,qlIRIpR,gpt_neo_125m,19,0.6,20,reduce overheating in data centers,reduce user's dependence on information cues,2374
7259,qlIRIpR,gpt_neo_125m,20,0.6,20,reduce overheating in data centers,Reduce the amount of heat in data centers,2393
7380,qlIRIpR,gpt_neo_125m,1,0.7,20,reduce overheating in data centers,prevent the use of power in the data centers,2412
7502,qlIRIpR,gpt_neo_125m,2,0.7,20,reduce overheating in data centers,Reduce user's dependency on information cues,2431
7625,qlIRIpR,gpt_neo_125m,3,0.7,20,reduce overheating in data centers,improve the feel of a complex motion or force,2449
7749,qlIRIpR,gpt_neo_125m,4,0.7,20,reduce overheating in data centers,Reduce noise.,2468
7874,qlIRIpR,gpt_neo_125m,5,0.7,20,reduce overheating in data centers,prevent water from entering the data center,2488
8000,qlIRIpR,gpt_neo_125m,6,0.7,20,reduce overheating in data centers,Prevent the body from being exposed to the environment,2506
8127,qlIRIpR,gpt_neo_125m,7,0.7,20,reduce overheating in data centers,reduce user's dependency on information cues,2525
8255,qlIRIpR,gpt_neo_125m,8,0.7,20,reduce overheating in data centers,Reduce data centers' data usage,2544
8384,qlIRIpR,gpt_neo_125m,9,0.7,20,reduce overheating in data centers,Prevent fluid from entering the system,2562
8514,qlIRIpR,gpt_neo_125m,10,0.7,20,reduce overheating in data centers,Protect object from external influences,2581
8645,qlIRIpR,gpt_neo_125m,11,0.7,20,reduce overheating in data centers,reduce the amount of data sent to the computer,2601
8777,qlIRIpR,gpt_neo_125m,12,0.7,20,reduce overheating in data centers,Reduce the time to avoid water leaks,2619
8910,qlIRIpR,gpt_neo_125m,13,0.7,20,reduce overheating in data centers,reduce overheating in data centers,2638
9044,qlIRIpR,gpt_neo_125m,14,0.7,20,reduce overheating in data centers,reduce overheating in data centers,2657
9179,qlIRIpR,gpt_neo_125m,15,0.7,20,reduce overheating in data centers,Reduce noise in data centers,2675
9315,qlIRIpR,gpt_neo_125m,16,0.7,20,reduce overheating in data centers,Reduce the power of the power plant in the near future,2694
9452,qlIRIpR,gpt_neo_125m,17,0.7,20,reduce overheating in data centers,prevent heat generation in devices,2712
9590,qlIRIpR,gpt_neo_125m,18,0.7,20,reduce overheating in data centers,Reduce the area of a computer,2731
9729,qlIRIpR,gpt_neo_125m,19,0.7,20,reduce overheating in data centers,Reduce the heating of data centers,2749
9869,qlIRIpR,gpt_neo_125m,20,0.7,20,reduce overheating in data centers,Reduce the number of detected errors in data centers,2768
10010,qlIRIpR,gpt_neo_125m,1,0.8,20,reduce overheating in data centers,Reduce the size of data centers,2788
10152,qlIRIpR,gpt_neo_125m,2,0.8,20,reduce overheating in data centers,Reduce the power of a power plant,2811
10295,qlIRIpR,gpt_neo_125m,3,0.8,20,reduce overheating in data centers,Prevent all unwanted objects from reaching the ground without a proper cleaning,2833
10439,qlIRIpR,gpt_neo_125m,4,0.8,20,reduce overheating in data centers,Reduce use of data center heaters,2857
10584,qlIRIpR,gpt_neo_125m,5,0.8,20,reduce overheating in data centers,reduce user's dependence on information cues,2876
10730,qlIRIpR,gpt_neo_125m,6,0.8,20,reduce overheating in data centers,Reduce water absorption in data centers,2897
10877,qlIRIpR,gpt_neo_125m,7,0.8,20,reduce overheating in data centers,reduce the energy used to maintain a computer in a room with walls,2919
11025,qlIRIpR,gpt_neo_125m,8,0.8,20,reduce overheating in data centers,decrease the use of space for data centers,2938
11174,qlIRIpR,gpt_neo_125m,9,0.8,20,reduce overheating in data centers,reduce the need for frequent power,2957
11324,qlIRIpR,gpt_neo_125m,10,0.8,20,reduce overheating in data centers,Improve the performance of a computer in an overheating environment,2977
11475,qlIRIpR,gpt_neo_125m,11,0.8,20,reduce overheating in data centers,create a hole in an object of different volumes,2996
11627,qlIRIpR,gpt_neo_125m,12,0.8,20,reduce overheating in data centers,Reduce the amount of heat that the object absorbs,3019
11780,qlIRIpR,gpt_neo_125m,13,0.8,20,reduce overheating in data centers,Reduce the size of an object without disrupting its integrity,3045
11934,qlIRIpR,gpt_neo_125m,14,0.8,20,reduce overheating in data centers,Reduce the data center's power consumption,3068
12089,qlIRIpR,gpt_neo_125m,15,0.8,20,reduce overheating in data centers,Protect object from heat,3091
12245,qlIRIpR,gpt_neo_125m,16,0.8,20,reduce overheating in data centers,Reduce user's dependency on information cues,3114
12402,qlIRIpR,gpt_neo_125m,17,0.8,20,reduce overheating in data centers,Protect object from radiation,3135
12560,qlIRIpR,gpt_neo_125m,18,0.8,20,reduce overheating in data centers,eliminate waste of room by reducing the amount of space available for the data center,3150
12719,qlIRIpR,gpt_neo_125m,19,0.8,20,reduce overheating in data centers,control the temperature of a sensor for temperature measurement,3164
12879,qlIRIpR,gpt_neo_125m,20,0.8,20,reduce overheating in data centers,reduce overheating in data centers,3178
13040,qlIRIpR,gpt_neo_125m,1,0.9,20,reduce overheating in data centers,reduce the amount of power used by the system,3193
13202,qlIRIpR,gpt_neo_125m,2,0.9,20,reduce overheating in data centers,Reduce heat dissipation and noise,3208
13365,qlIRIpR,gpt_neo_125m,3,0.9,20,reduce overheating in data centers,Reduce water consumption in electrical devices,3221
13529,qlIRIpR,gpt_neo_125m,4,0.9,20,reduce overheating in data centers,prevent the power from being used and the cooling of the room,3236
13694,qlIRIpR,gpt_neo_125m,5,0.9,20,reduce overheating in data centers,reduce user's dependency on information and techniques,3252
13860,qlIRIpR,gpt_neo_125m,6,0.9,20,reduce overheating in data centers,Prevent the data center from getting into a dead part of the room,3269
14027,qlIRIpR,gpt_neo_125m,7,0.9,20,reduce overheating in data centers,reduce overheating in data centers,3284
14195,qlIRIpR,gpt_neo_125m,8,0.9,20,reduce overheating in data centers,reduce overheating in data centers,3299
14364,qlIRIpR,gpt_neo_125m,9,0.9,20,reduce overheating in data centers,inhibit the movement of particles from a given temperature point,3313
14534,qlIRIpR,gpt_neo_125m,10,0.9,20,reduce overheating in data centers,reduce power consumption of data centers,3328
14705,qlIRIpR,gpt_neo_125m,11,0.9,20,reduce overheating in data centers,reduce overheating in data centers,3341
14877,qlIRIpR,gpt_neo_125m,12,0.9,20,reduce overheating in data centers,Reduce power consumption by minimizing power consumption of the building,3355
15050,qlIRIpR,gpt_neo_125m,13,0.9,20,reduce overheating in data centers,reduce user's dependency on information cues,3369
15224,qlIRIpR,gpt_neo_125m,14,0.9,20,reduce overheating in data centers,Reduce data centers' power consumption,3381
15399,qlIRIpR,gpt_neo_125m,15,0.9,20,reduce overheating in data centers,Reduce the need for power from renewable sources,3395
15575,qlIRIpR,gpt_neo_125m,16,0.9,20,reduce overheating in data centers,Reduce energy consumption in data centers,3409
15752,qlIRIpR,gpt_neo_125m,17,0.9,20,reduce overheating in data centers,Create a house or town from materials in a fixed geometry,3424
15930,qlIRIpR,gpt_neo_125m,18,0.9,20,reduce overheating in data centers,minimise noise in the data centers,3432
16109,qlIRIpR,gpt_neo_125m,19,0.9,20,reduce overheating in data centers,reduce overheating in data centers,3446
16289,qlIRIpR,gpt_neo_125m,20,0.9,20,reduce overheating in data centers,Reduce volume of power distribution in power plants,3460
